Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1996-08-31,North Carolina,ACC,Mack Brown,H,Clemson,ACC,Tommy West,W,45,0
1996-09-07,North Carolina,ACC,Mack Brown,A,Syracuse,Big East,Paul Pasqualoni,W,27,10
1996-09-21,North Carolina,ACC,Mack Brown,H,Georgia Tech,ACC,George O'Leary,W,16,0
1996-09-28,North Carolina,ACC,Mack Brown,A,Florida State,ACC,Bobby Bowden,L,0,13
1996-10-05,North Carolina,ACC,Mack Brown,A,Wake Forest,ACC,Jim Caldwell,W,45,6
1996-10-12,North Carolina,ACC,Mack Brown,H,Maryland,ACC,Mark Duffner,W,38,7
1996-10-26,North Carolina,ACC,Mack Brown,A,Houston,CUSA,Kim Helton,W,42,14
1996-11-02,North Carolina,ACC,Mack Brown,H,North Carolina State,ACC,Mike O'Cain,W,52,20
1996-11-09,North Carolina,ACC,Mack Brown,H,Louisville,CUSA,Ron Cooper,W,28,10
1996-11-16,North Carolina,ACC,Mack Brown,A,Virginia,ACC,George Welsh,L,17,20
1996-11-23,North Carolina,ACC,Mack Brown,A,Duke,ACC,Fred Goldsmith,W,27,10
1997-01-01,North Carolina,ACC,Mack Brown,N,West Virginia,Big East,Don Nehlen,W,20,13
1996-08-31,Miami (OH),MAC,Randy Walker,H,Kent State,MAC,Jim Corrigall,W,64,6
1996-09-07,Miami (OH),MAC,Randy Walker,A,Ball State,MAC,Bill Lynch,W,16,6
1996-09-14,Miami (OH),MAC,Randy Walker,A,Indiana,Big Ten,Bill Mallory,L,14,21
1996-09-21,Miami (OH),MAC,Randy Walker,H,Bowling Green State,MAC,Gary Blackney,L,10,14
1996-09-28,Miami (OH),MAC,Randy Walker,A,Cincinnati,CUSA,Rick Minter,L,23,30
1996-10-05,Miami (OH),MAC,Randy Walker,H,Central Michigan,MAC,Dick Flynn,W,46,14
1996-10-12,Miami (OH),MAC,Randy Walker,A,Eastern Michigan,MAC,Rick Rasnick,W,35,25
1996-10-19,Miami (OH),MAC,Randy Walker,A,Akron,MAC,Lee Owens,L,7,10
1996-10-26,Miami (OH),MAC,Randy Walker,H,Army,Ind,Bob Sutton,L,7,27
1996-11-02,Miami (OH),MAC,Randy Walker,A,Toledo,MAC,Gary Pinkel,W,27,7
1996-11-09,Miami (OH),MAC,Randy Walker,H,Ohio,MAC,Jim Grobe,W,24,8
1996-09-07,Indiana,Big Ten,Bill Mallory,A,Toledo,MAC,Gary Pinkel,W,40,6
1996-09-14,Indiana,Big Ten,Bill Mallory,H,Miami (OH),MAC,Randy Walker,W,21,14
