Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1995-09-02,North Carolina,ACC,Mack Brown,H,Syracuse,Big East,Paul Pasqualoni,L,9,20
1995-09-09,North Carolina,ACC,Mack Brown,A,Maryland,ACC,Mark Duffner,L,18,32
1995-09-21,North Carolina,ACC,Mack Brown,A,Louisville,Ind,Ron Cooper,W,17,10
1995-09-30,North Carolina,ACC,Mack Brown,H,Ohio,MAC,Jim Grobe,W,62,0
1995-10-07,North Carolina,ACC,Mack Brown,H,Virginia,ACC,George Welsh,W,22,17
1995-10-14,North Carolina,ACC,Mack Brown,A,Georgia Tech,ACC,George O'Leary,L,25,27
1995-10-21,North Carolina,ACC,Mack Brown,H,Wake Forest,ACC,Jim Caldwell,W,31,7
1995-11-04,North Carolina,ACC,Mack Brown,A,Clemson,ACC,Tommy West,L,10,17
1995-11-11,North Carolina,ACC,Mack Brown,H,Florida State,ACC,Bobby Bowden,L,12,28
1995-11-18,North Carolina,ACC,Mack Brown,H,Duke,ACC,Fred Goldsmith,W,28,24
1995-11-24,North Carolina,ACC,Mack Brown,A,North Carolina State,ACC,Mike O'Cain,W,30,28
1995-12-30,North Carolina,ACC,Mack Brown,N,Arkansas,SEC,Danny Ford,W,20,10
1995-08-31,Miami (OH),MAC,Randy Walker,H,Ball State,MAC,Bill Lynch,L,15,17
1995-09-09,Miami (OH),MAC,Randy Walker,A,Kent State,MAC,Jim Corrigall,W,39,0
1995-09-16,Miami (OH),MAC,Randy Walker,A,Northwestern,Big Ten,Gary Barnett,W,30,28
1995-09-23,Miami (OH),MAC,Randy Walker,H,Cincinnati,Ind,Rick Minter,W,23,16
1995-09-30,Miami (OH),MAC,Randy Walker,A,Michigan,Big Ten,Lloyd Carr,L,19,38
1995-10-07,Miami (OH),MAC,Randy Walker,A,Bowling Green State,MAC,Gary Blackney,W,21,0
1995-10-14,Miami (OH),MAC,Randy Walker,H,Toledo,MAC,Gary Pinkel,T,28,28
1995-10-28,Miami (OH),MAC,Randy Walker,A,Central Michigan,MAC,Dick Flynn,W,17,13
1995-11-04,Miami (OH),MAC,Randy Walker,H,Eastern Michigan,MAC,Rick Rasnick,W,39,23
1995-11-11,Miami (OH),MAC,Randy Walker,A,Ohio,MAC,Jim Grobe,W,30,2
1995-11-18,Miami (OH),MAC,Randy Walker,H,Akron,MAC,Lee Owens,W,65,0
1995-09-09,Indiana,Big Ten,Bill Mallory,H,Western Michigan,MAC,Al Molde,W,24,10
1995-09-16,Indiana,Big Ten,Bill Mallory,H,Kentucky,SEC,Bill Curry,L,10,17
1995-09-23,Indiana,Big Ten,Bill Mallory,H,Southern Mississippi,Ind,Jeff Bower,W,27,26
1995-09-30,Indiana,Big Ten,Bill Mallory,A,Northwestern,Big Ten,Gary Barnett,L,7,31
1995-10-07,Indiana,Big Ten,Bill Mallory,H,Illinois,Big Ten,Lou Tepper,L,10,17
1995-10-14,Indiana,Big Ten,Bill Mallory,A,Iowa,Big Ten,Hayden Fry,L,13,22
1995-10-21,Indiana,Big Ten,Bill Mallory,H,Michigan,Big Ten,Lloyd Carr,L,17,34
1995-10-28,Indiana,Big Ten,Bill Mallory,A,Penn State,Big Ten,Joe Paterno,L,21,45
1995-11-11,Indiana,Big Ten,Bill Mallory,H,Michigan State,Big Ten,Nick Saban,L,13,31
1995-11-18,Indiana,Big Ten,Bill Mallory,A,Ohio State,Big Ten,John Cooper,L,3,42
1995-11-24,Indiana,Big Ten,Bill Mallory,H,Purdue,Big Ten,Jim Colletto,L,14,51
1995-09-02,Florida State,ACC,Bobby Bowden,H,Duke,ACC,Fred Goldsmith,W,70,26
1995-09-09,Florida State,ACC,Bobby Bowden,A,Clemson,ACC,Tommy West,W,45,26
1995-09-16,Florida State,ACC,Bobby Bowden,H,North Carolina State,ACC,Mike O'Cain,W,77,17
1995-10-07,Florida State,ACC,Bobby Bowden,H,Miami (FL),Big East,Butch Davis,W,41,17
1995-10-14,Florida State,ACC,Bobby Bowden,H,Wake Forest,ACC,Jim Caldwell,W,72,13
