Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1931-09-26,North Carolina,Southern,Chuck Collins,H,Wake Forest,Ind,F.S. Miller,W,37,0
1931-10-03,North Carolina,Southern,Chuck Collins,A,Vanderbilt,Southern,Dan McGugin,L,0,13
1931-10-10,North Carolina,Southern,Chuck Collins,A,Florida,Southern,Charlie Bachman,T,0,0
1931-10-17,North Carolina,Southern,Chuck Collins,H,Georgia,Southern,Harry Mehre,L,7,32
1931-10-24,North Carolina,Southern,Chuck Collins,H,Tennessee,Southern,Bob Neyland,L,0,7
1931-10-31,North Carolina,Southern,Chuck Collins,A,North Carolina State,Southern,,W,18,15
1931-11-07,North Carolina,Southern,Chuck Collins,A,Georgia Tech,Southern,William Alexander,T,19,19
1931-11-14,North Carolina,Southern,Chuck Collins,H,Davidson,Ind,Monk Younger,W,20,0
1931-11-21,North Carolina,Southern,Chuck Collins,A,Duke,Southern,Wallace Wade,T,0,0
1931-11-26,North Carolina,Southern,Chuck Collins,H,Virginia,Southern,Fred Dawson,W,13,6
1931-10-03,Indiana,Western,Billy Hayes,H,Notre Dame,Ind,Hunk Anderson,L,0,25
1931-10-17,Indiana,Western,Billy Hayes,A,Iowa,Western,Burton Ingwersen,T,0,0
1931-10-24,Indiana,Western,Billy Hayes,A,Chicago,Western,Amos Alonzo Stagg,W,32,6
1931-10-31,Indiana,Western,Billy Hayes,H,Ohio State,Western,Sam Willaman,L,6,13
1931-11-07,Indiana,Western,Billy Hayes,A,Michigan,Western,Harry Kipke,L,0,22
1931-11-14,Indiana,Western,Billy Hayes,A,Northwestern,Western,Dick Hanley,L,6,7
1931-11-21,Indiana,Western,Billy Hayes,H,Purdue,Western,Noble Kizer,L,0,19
1931-10-09,Iowa State,Big 6,George Veenker,A,Detroit Mercy,Ind,Gus Dorais,L,0,20
1931-10-24,Iowa State,Big 6,George Veenker,H,Missouri,Big 6,Gwinn Henry,W,20,0
1931-10-31,Iowa State,Big 6,George Veenker,A,Oklahoma,Big 6,Adrian Lindsey,W,13,12
1931-11-07,Iowa State,Big 6,George Veenker,H,Kansas State,Big 6,Bo McMillin,W,7,6
1931-11-14,Iowa State,Big 6,George Veenker,H,Drake,MVC,Ossie Solem,L,6,7
1931-11-21,Iowa State,Big 6,George Veenker,A,Nebraska,Big 6,Dana Bible,L,0,23
1931-10-03,Fordham,Ind,Frank Cavanaugh,H,West Virginia,Ind,Greasy Neale,W,20,7
1931-10-24,Fordham,Ind,Frank Cavanaugh,H,Drake,MVC,Ossie Solem,W,46,0
1931-11-07,Fordham,Ind,Frank Cavanaugh,H,Detroit Mercy,Ind,Gus Dorais,W,39,9
1931-11-14,Fordham,Ind,Frank Cavanaugh,N,New York University,Ind,,T,0,0
1931-11-21,Fordham,Ind,Frank Cavanaugh,H,Bucknell,Ind,Carl Snavely,L,13,14
1931-10-17,Arizona State,BIAA,Ted Shipkey,H,New Mexico State,BIAA,Gerald Hines,W,25,7
1931-10-24,Arizona State,BIAA,Ted Shipkey,A,Northern Arizona,BIAA,Rudy Lavik,W,20,6
1931-10-31,Arizona State,BIAA,Ted Shipkey,H,Arizona,BIAA,Fred Enke,W,19,6
1931-11-14,Arizona State,BIAA,Ted Shipkey,H,Northern Arizona,BIAA,Rudy Lavik,L,6,13
1931-09-26,Utah,RMC,Ike Armstrong,A,Washington,PCC,James Phelan,L,6,7
1931-10-17,Utah,RMC,Ike Armstrong,H,BYU,RMC,Ott Romney,W,43,0
1931-10-24,Utah,RMC,Ike Armstrong,A,Denver,RMC,Jeff Cravath,W,46,0
1931-10-31,Utah,RMC,Ike Armstrong,H,Colorado State,RMC,Harry Hughes,W,60,6
1931-11-07,Utah,RMC,Ike Armstrong,A,Colorado College,RMC,W.T. VandeGraaff,W,28,6
1931-11-14,Utah,RMC,Ike Armstrong,H,Colorado,RMC,Myron Witham,W,32,0
1931-11-26,Utah,RMC,Ike Armstrong,H,Utah State,RMC,,W,34,0
1931-12-05,Utah,RMC,Ike Armstrong,A,Oregon State,PCC,Paul Schissler,L,0,12
1931-10-03,Northern Colorado,RMC,William Saunders,A,Denver,RMC,Jeff Cravath,L,0,14
