Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1902-10-11,North Carolina,Ind,H.B. Olcott,H,Furman,Ind,,W,10,0
1902-10-18,North Carolina,Ind,H.B. Olcott,N,Davidson,Ind,J.A. Brewin,W,27,0
1902-10-25,North Carolina,Ind,H.B. Olcott,A,Virginia Tech,Ind,R.R. Brown,T,0,0
1902-11-08,North Carolina,Ind,H.B. Olcott,A,North Carolina State,Ind,,T,0,0
1902-11-15,North Carolina,Ind,H.B. Olcott,N,Georgetown,Ind,Herman Sutter,L,5,12
1902-11-27,North Carolina,Ind,H.B. Olcott,A,Virginia,Ind,John DeSaulles,T,12,12
1902-10-11,Dickinson,Ind,Charles Hutchins,A,Army,Ind,Dennis Nolan,L,0,11
1902-10-22,Dickinson,Ind,Charles Hutchins,A,Princeton,Ind,Garrett Cochran,L,0,23
1902-10-25,Dickinson,Ind,Charles Hutchins,A,Navy,Ind,,W,6,0
1902-11-15,Dickinson,Ind,Charles Hutchins,A,Lehigh,Ind,Samuel Newton,W,11,0
1902-11-22,Dickinson,Ind,Charles Hutchins,H,Penn State,Ind,Pop Golden,L,0,23
1902-11-27,Dickinson,Ind,Charles Hutchins,A,Lafayette,Ind,,L,0,23
1902-10-11,Indiana,Western,James Horne,A,Michigan,Western,Fielding Yost,L,0,60
1902-10-25,Indiana,Western,James Horne,H,Notre Dame,Ind,James Faragher,L,5,11
1902-11-01,Indiana,Western,James Horne,A,Illinois,Western,Edgar Holt,L,0,47
1902-11-08,Indiana,Western,James Horne,A,Chicago,Western,Amos Alonzo Stagg,L,0,39
1902-11-15,Indiana,Western,James Horne,A,Purdue,Western,Charles Best,L,0,39
1902-10-01,Yale,Ind,Joseph Swan,H,Tufts,Ind,J.C. Pearson,W,34,6
1902-10-04,Yale,Ind,Joseph Swan,H,Amherst,Ind,Harry Smith,W,23,0
1902-10-08,Yale,Ind,Joseph Swan,H,Wesleyan (CT),Ind,Bert Wilson,W,35,0
1902-10-11,Yale,Ind,Joseph Swan,A,Brown,Ind,J.A. Gammons,W,10,0
1902-10-15,Yale,Ind,Joseph Swan,H,Vermont,Ind,,W,32,0
1902-10-18,Yale,Ind,Joseph Swan,H,Penn State,Ind,Pop Golden,W,11,0
1902-10-25,Yale,Ind,Joseph Swan,H,Syracuse,Ind,,W,24,0
1902-11-01,Yale,Ind,Joseph Swan,A,Army,Ind,Dennis Nolan,T,6,6
1902-11-08,Yale,Ind,Joseph Swan,H,Bucknell,Ind,George Hoskins,W,36,5
1902-11-15,Yale,Ind,Joseph Swan,A,Princeton,Ind,Garrett Cochran,W,12,5
1902-11-22,Yale,Ind,Joseph Swan,H,Harvard,Ind,John Farley,W,23,0
1902-10-04,Iowa State,Ind,,A,Minnesota,Western,Henry Williams,L,0,16
1902-10-18,Iowa State,Ind,,H,Grinnell,Ind,Martin Bergen,W,23,0
1902-11-01,Iowa State,Ind,,A,Iowa,Western,Alden Knipe,L,6,12
1902-11-15,Iowa State,Ind,,A,Drake,Ind,G.O. Dietz,T,0,0
1902-11-28,Iowa State,Ind,,A,Simpson,Ind,Graham Reid,W,18,11
1902-10-11,Carlisle,Ind,Pop Warner,N,Bucknell,Ind,George Hoskins,L,0,16
1902-10-18,Carlisle,Ind,Pop Warner,A,Cornell,Ind,Raymond Starbuck,W,10,6
1902-11-01,Carlisle,Ind,Pop Warner,A,Harvard,Ind,John Farley,L,0,23
1902-11-15,Carlisle,Ind,Pop Warner,A,Pennsylvania,Ind,,W,5,0
1902-11-22,Carlisle,Ind,Pop Warner,A,Virginia,Ind,John DeSaulles,L,5,6
1902-11-27,Carlisle,Ind,Pop Warner,A,Georgetown,Ind,Herman Sutter,W,21,0
1902-10-06,Furman,Ind,,H,North Carolina State,Ind,,T,0,0
1902-10-10,Furman,Ind,,A,Davidson,Ind,J.A. Brewin,W,6,0
1902-10-11,Furman,Ind,,A,North Carolina,Ind,H.B. Olcott,L,0,10
1902-10-13,Furman,Ind,,A,North Carolina State,Ind,,W,5,2
1902-10-18,Furman,Ind,,A,Georgia,Ind,Billy Reynolds,L,0,11
1902-10-24,Furman,Ind,,H,Clemson,Ind,John Heisman,L,0,28
1902-11-01,Furman,Ind,,H,Georgia Tech,Ind,John McKee,T,0,0
1902-10-04,Grinnell,Ind,Martin Bergen,A,Drake,Ind,G.O. Dietz,L,0,11
1902-10-11,Grinnell,Ind,Martin Bergen,A,Nebraska,Ind,Walter Booth,L,0,17
1902-10-18,Grinnell,Ind,Martin Bergen,A,Iowa State,Ind,,L,0,23
1902-11-01,Grinnell,Ind,Martin Bergen,A,Minnesota,Western,Henry Williams,L,0,102
1902-11-08,Grinnell,Ind,Martin Bergen,N,Drake,Ind,G.O. Dietz,L,0,22
1902-11-22,Grinnell,Ind,Martin Bergen,H,Simpson,Ind,Graham Reid,L,6,11
1902-11-27,Grinnell,Ind,Martin Bergen,A,Drake,Ind,G.O. Dietz,L,0,47
1902-10-04,Knox,Ind,,A,Chicago,Western,Amos Alonzo Stagg,L,0,5
1902-10-25,Knox,Ind,,A,Northwestern,Western,Charles Hollister,W,15,0
1902-10-29,Knox,Ind,,H,Kansas,Ind,Arthur Curtis,W,5,0
1902-11-08,Knox,Ind,,H,Notre Dame,Ind,James Faragher,W,12,5
1902-11-15,Knox,Ind,,A,Nebraska,Ind,Walter Booth,L,0,7
1902-10-11,Georgia Tech,Ind,John McKee,H,Auburn,Ind,M.H. Harvey,L,6,18
1902-10-18,Georgia Tech,Ind,John McKee,H,Clemson,Ind,John Heisman,L,5,44
1902-10-25,Georgia Tech,Ind,John McKee,H,Georgia,Ind,Billy Reynolds,T,0,0
1902-11-01,Georgia Tech,Ind,John McKee,A,Furman,Ind,,T,0,0
1902-11-13,Georgia Tech,Ind,John McKee,H,Davidson,Ind,J.A. Brewin,L,6,7
