Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints,PassCompletions,PassAttempts,PassYards,PassTDs,RushAttempts,RushYards,RushTDs,FirstDownPass,FirstDownRush,Penalties,PenaltyYards,Fumbles,Interceptions
2001-11-17,Florida State,ACC,Bobby Bowden,A,Florida,SEC,Steve Spurrier,L,13,37,27,40,228,1,21,40,0,11,2,5,33,0,1
2001-12-01,Florida State,ACC,Bobby Bowden,H,Georgia Tech,ACC,Mac McWhorter,W,28,17,14,25,248,2,46,168,2,8,10,7,43,0,0
2001-09-22,Iowa State,Big 12,Dan McCarney,A,Ohio,MAC,Brian Knorr,W,31,28,15,28,250,0,53,308,4,13,15,7,55,0,2
2001-09-29,Iowa State,Big 12,Dan McCarney,H,Baylor,Big 12,Kevin Steele,W,41,0,24,29,330,4,48,179,1,16,10,6,50,0,1
2001-10-06,Iowa State,Big 12,Dan McCarney,A,Nebraska,Big 12,Frank Solich,L,14,48,13,29,214,1,38,122,1,8,10,6,55,0,2
2001-10-13,Iowa State,Big 12,Dan McCarney,A,Missouri,Big 12,Gary Pinkel,W,20,14,13,22,75,0,44,207,2,5,9,10,60,0,0
2001-10-20,Iowa State,Big 12,Dan McCarney,H,Oklahoma State,Big 12,Les Miles,W,28,14,16,19,150,0,58,285,4,7,20,9,74,0,0
2001-10-27,Iowa State,Big 12,Dan McCarney,A,Texas A&M,Big 12,R.C. Slocum,L,21,24,30,48,348,2,34,97,1,16,9,4,28,0,1
2001-11-03,Iowa State,Big 12,Dan McCarney,H,Kansas State,Big 12,Bill Snyder,L,3,42,15,29,151,0,24,23,0,6,3,5,43,1,3
2001-11-10,Iowa State,Big 12,Dan McCarney,H,Colorado,Big 12,Gary Barnett,L,27,40,22,36,279,3,35,132,1,12,9,4,37,0,1
2001-11-17,Iowa State,Big 12,Dan McCarney,A,Kansas,Big 12,Tom Hayes,W,49,7,7,18,112,1,63,320,5,5,16,3,35,0,1
2001-11-24,Iowa State,Big 12,Dan McCarney,H,Iowa,Big Ten,Kirk Ferentz,W,17,14,20,27,228,1,39,84,1,12,4,7,65,0,1
2001-09-02,Cincinnati,CUSA,Rick Minter,H,Purdue,Big Ten,Joe Tiller,L,14,19,21,36,220,2,35,87,0,10,5,12,97,0,3
2001-09-08,Cincinnati,CUSA,Rick Minter,A,Army,CUSA,Todd Berry,W,24,21,32,44,333,3,43,138,0,18,8,11,101,1,0
2001-09-22,Cincinnati,CUSA,Rick Minter,A,Miami (OH),MAC,Terry Hoeppner,L,14,21,22,37,206,0,25,77,2,10,5,5,55,0,1
2001-10-06,Cincinnati,CUSA,Rick Minter,H,Tulane,CUSA,Chris Scelfo,W,46,33,22,32,312,4,50,227,2,17,11,4,27,1,0
2001-10-13,Cincinnati,CUSA,Rick Minter,A,UAB,CUSA,Watson Brown,W,31,17,12,20,154,1,36,66,1,3,5,5,24,0,1
2001-10-20,Cincinnati,CUSA,Rick Minter,A,Houston,CUSA,Dana Dimel,W,29,28,20,28,340,1,36,142,3,13,7,10,87,1,1
2001-10-27,Cincinnati,CUSA,Rick Minter,H,Louisville,CUSA,John Smith,L,13,28,19,46,295,1,29,78,0,12,2,4,35,1,3
2001-11-03,Cincinnati,CUSA,Rick Minter,H,Connecticut,Ind,Randy Edsall,W,45,28,13,27,245,1,52,243,4,10,9,5,55,2,1
2001-11-10,Cincinnati,CUSA,Rick Minter,H,East Carolina,CUSA,Steve Logan,L,26,28,18,34,253,0,56,190,3,9,14,3,36,0,1
2001-11-24,Cincinnati,CUSA,Rick Minter,A,Memphis,CUSA,Tommy West,W,36,34,18,36,348,2,54,224,2,15,14,10,93,0,0
2001-12-01,Cincinnati,CUSA,Rick Minter,H,Louisiana-Monroe,Sun Belt,Bobby Keasler,W,42,10,19,34,262,4,45,139,2,14,9,4,48,2,1
2001-09-08,Arizona State,Pac-10,Dirk Koetter,H,San Diego State,MWC,Ted Tollner,W,38,7,27,36,271,4,39,154,0,12,8,11,107,1,0
2001-09-22,Arizona State,Pac-10,Dirk Koetter,A,Stanford,Pac-10,Tyrone Willingham,L,28,51,23,47,418,3,23,86,0,13,4,6,60,1,2
2001-09-29,Arizona State,Pac-10,Dirk Koetter,H,San Jose State,WAC,Fitz Hill,W,53,15,15,22,229,4,52,224,2,8,13,4,47,1,2
2001-10-06,Arizona State,Pac-10,Dirk Koetter,H,Louisiana,Sun Belt,Jerry Baldwin,W,63,27,14,27,328,4,42,215,5,12,9,6,57,1,1
2001-10-13,Arizona State,Pac-10,Dirk Koetter,A,USC,Pac-10,Pete Carroll,L,17,48,14,25,155,1,35,143,1,4,7,9,79,1,3
2001-10-20,Arizona State,Pac-10,Dirk Koetter,H,Oregon State,Pac-10,Dennis Erickson,W,41,24,9,27,208,2,44,314,3,6,13,6,45,1,1
2001-10-27,Arizona State,Pac-10,Dirk Koetter,H,Washington,Pac-10,Rick Neuheisel,L,31,33,17,29,320,2,37,121,2,13,7,8,69,1,1
2001-11-03,Arizona State,Pac-10,Dirk Koetter,A,Oregon,Pac-10,Mike Bellotti,L,24,42,14,37,181,0,40,154,3,8,9,7,74,0,1
2001-11-10,Arizona State,Pac-10,Dirk Koetter,H,Washington State,Pac-10,Mike Price,L,16,28,13,32,299,1,42,130,1,11,7,6,59,2,1
2001-11-23,Arizona State,Pac-10,Dirk Koetter,H,Arizona,Pac-10,John Mackovic,L,21,34,16,37,217,1,33,113,2,10,8,7,51,1,2
2001-12-01,Arizona State,Pac-10,Dirk Koetter,A,UCLA,Pac-10,Bob Toledo,L,42,52,16,29,226,2,37,184,3,11,6,9,79,1,1
2001-09-01,Utah,MWC,Ron McBride,H,Utah State,Ind,Mick Dennehy,W,23,19,16,33,147,0,46,213,2,6,12,5,30,1,0
2001-09-08,Utah,MWC,Ron McBride,A,Oregon,Pac-10,Mike Bellotti,L,10,24,25,51,252,0,35,121,1,12,5,10,89,0,1
2001-09-22,Utah,MWC,Ron McBride,A,Indiana,Big Ten,Cam Cameron,W,28,26,21,29,278,2,43,169,2,18,8,8,55,1,0
2001-09-29,Utah,MWC,Ron McBride,H,New Mexico,MWC,Rocky Long,W,37,16,15,30,210,1,48,255,4,8,11,7,59,1,1
2001-10-06,Utah,MWC,Ron McBride,H,South Florida,Ind,Jim Leavitt,W,52,21,17,24,264,4,49,245,2,11,10,13,158,0,1
2001-10-20,Utah,MWC,Ron McBride,H,Wyoming,MWC,Vic Koenning,W,35,0,17,25,275,3,45,190,2,11,8,7,60,0,2
2001-10-27,Utah,MWC,Ron McBride,A,Colorado State,MWC,Sonny Lubick,L,17,19,18,41,214,2,37,228,0,9,11,3,15,1,1
2001-11-03,Utah,MWC,Ron McBride,A,Nevada-Las Vegas,MWC,John Robinson,W,42,14,13,21,180,3,55,212,3,9,13,3,30,0,2
2001-11-10,Utah,MWC,Ron McBride,H,San Diego State,MWC,Ted Tollner,W,17,3,10,20,138,1,45,225,1,6,9,7,72,0,0
2001-11-17,Utah,MWC,Ron McBride,A,BYU,MWC,Gary Crowton,L,21,24,16,32,189,1,46,168,2,10,10,5,26,1,1
2001-12-01,Utah,MWC,Ron McBride,A,Air Force,MWC,Fisher DeBerry,L,37,38,12,22,161,1,56,382,4,8,19,6,49,1,2
2001-08-26,Syracuse,Big East,Paul Pasqualoni,N,Georgia Tech,ACC,Mac McWhorter,L,7,13,19,32,183,0,26,59,1,8,4,8,49,0,1
2001-09-01,Syracuse,Big East,Paul Pasqualoni,A,Tennessee,SEC,Phillip Fulmer,L,9,33,6,21,115,1,42,75,0,2,8,10,72,2,1
2001-09-08,Syracuse,Big East,Paul Pasqualoni,H,UCF,Ind,Mike Kruczek,W,21,10,9,18,155,0,53,205,3,6,15,7,70,0,1
2001-09-22,Syracuse,Big East,Paul Pasqualoni,H,Auburn,SEC,Tommy Tuberville,W,31,14,6,15,74,0,52,239,4,3,12,7,55,0,0
2001-09-29,Syracuse,Big East,Paul Pasqualoni,H,East Carolina,CUSA,Steve Logan,W,44,30,18,29,312,4,47,108,2,15,5,10,74,1,2
2001-10-06,Syracuse,Big East,Paul Pasqualoni,A,Rutgers,Big East,Greg Schiano,W,24,17,7,17,100,1,48,354,2,3,15,7,60,1,1
2001-10-13,Syracuse,Big East,Paul Pasqualoni,A,Pitt,Big East,Walt Harris,W,42,10,11,20,139,1,49,172,4,5,9,11,84,1,1
2001-10-20,Syracuse,Big East,Paul Pasqualoni,H,Temple,Big East,Bobby Wallace,W,45,3,12,21,308,2,47,163,4,10,9,9,81,1,0
2001-10-27,Syracuse,Big East,Paul Pasqualoni,A,Virginia Tech,Big East,Frank Beamer,W,22,14,6,17,52,0,53,168,1,3,10,7,55,0,0
2001-11-10,Syracuse,Big East,Paul Pasqualoni,H,West Virginia,Big East,Rich Rodriguez,W,24,13,10,18,86,0,51,126,3,3,8,9,76,0,0
2001-11-17,Syracuse,Big East,Paul Pasqualoni,A,Miami (FL),Big East,Larry Coker,L,0,59,10,20,80,0,46,105,0,2,8,8,66,1,1
2001-11-24,Syracuse,Big East,Paul Pasqualoni,H,Boston College,Big East,Tom O'Brien,W,39,28,16,21,253,1,66,322,4,10,18,7,55,0,0
2001-08-30,Arizona,Pac-10,John Mackovic,A,San Diego State,MWC,Ted Tollner,W,23,10,21,32,176,1,37,55,1,9,8,10,76,0,1
2001-09-08,Arizona,Pac-10,John Mackovic,H,Idaho,Sun Belt,Tom Cable,W,36,29,21,35,310,2,36,181,3,10,9,8,93,1,0
2001-09-22,Arizona,Pac-10,John Mackovic,H,Nevada-Las Vegas,MWC,John Robinson,W,38,21,19,34,256,3,37,184,1,15,5,6,58,2,0
2001-09-29,Arizona,Pac-10,John Mackovic,H,Washington State,Pac-10,Mike Price,L,21,48,14,28,190,1,25,76,1,9,5,6,56,0,4
2001-10-06,Arizona,Pac-10,John Mackovic,H,Oregon,Pac-10,Mike Bellotti,L,28,63,14,31,225,3,36,258,1,11,10,3,20,3,2
2001-10-13,Arizona,Pac-10,John Mackovic,A,Oregon State,Pac-10,Dennis Erickson,L,3,38,10,24,113,0,30,46,0,4,3,10,81,1,2
2001-10-20,Arizona,Pac-10,John Mackovic,A,Washington,Pac-10,Rick Neuheisel,L,28,31,16,28,195,2,44,199,2,8,12,7,55,1,1
2001-10-27,Arizona,Pac-10,John Mackovic,H,USC,Pac-10,Pete Carroll,L,34,41,23,43,311,1,34,101,2,15,5,7,55,0,4
2001-11-03,Arizona,Pac-10,John Mackovic,A,California,Pac-10,Tom Holmoe,W,38,24,19,34,337,4,39,137,1,15,4,9,87,3,1
2001-11-10,Arizona,Pac-10,John Mackovic,H,Stanford,Pac-10,Tyrone Willingham,L,37,51,25,50,415,2,24,163,2,17,7,6,60,4,1
2001-11-23,Arizona,Pac-10,John Mackovic,A,Arizona State,Pac-10,Dirk Koetter,W,34,21,18,29,225,2,44,163,2,14,9,7,67,0,1
2001-09-01,Penn State,Big Ten,Joe Paterno,H,Miami (FL),Big East,Larry Coker,L,7,33,13,31,241,1,33,82,0,9,7,4,22,1,2
2001-09-22,Penn State,Big Ten,Joe Paterno,H,Wisconsin,Big Ten,Barry Alvarez,L,6,18,6,20,108,1,25,23,0,4,5,5,40,1,1
2001-09-29,Penn State,Big Ten,Joe Paterno,A,Iowa,Big Ten,Kirk Ferentz,L,18,24,20,37,161,1,27,33,0,8,4,7,70,1,0
2001-10-06,Penn State,Big Ten,Joe Paterno,H,Michigan,Big Ten,Lloyd Carr,L,0,20,21,38,244,0,26,25,0,12,2,6,50,1,2
2001-10-20,Penn State,Big Ten,Joe Paterno,A,Northwestern,Big Ten,Randy Walker,W,38,35,25,47,288,2,44,213,3,13,12,6,40,0,0
2001-10-27,Penn State,Big Ten,Joe Paterno,H,Ohio State,Big Ten,Jim Tressel,W,29,27,17,36,280,2,45,251,1,13,12,3,17,0,3
2001-11-03,Penn State,Big Ten,Joe Paterno,H,Southern Mississippi,CUSA,Jeff Bower,W,38,20,25,39,298,2,37,145,2,16,10,4,32,0,0
2001-11-10,Penn State,Big Ten,Joe Paterno,A,Illinois,Big Ten,Ron Turner,L,28,33,11,33,148,1,34,114,1,6,9,8,65,0,4
2001-11-17,Penn State,Big Ten,Joe Paterno,H,Indiana,Big Ten,Cam Cameron,W,28,14,17,23,278,1,38,172,3,10,9,6,48,0,1
2001-11-24,Penn State,Big Ten,Joe Paterno,A,Michigan State,Big Ten,Bobby Williams,W,42,37,15,29,305,1,35,95,5,11,4,2,10,0,1
2001-12-01,Penn State,Big Ten,Joe Paterno,A,Virginia,ACC,Al Groh,L,14,20,12,28,136,1,39,164,1,8,9,3,30,1,4
2001-08-30,Vanderbilt,SEC,Woody Widenhofer,H,Middle Tennessee State,Sun Belt,Andy McCollum,L,28,37,13,32,300,2,28,177,2,8,9,11,83,0,0
2001-09-08,Vanderbilt,SEC,Woody Widenhofer,H,Alabama,SEC,Dennis Franchione,L,9,12,17,35,253,0,35,143,0,8,11,6,33,1,0
2001-09-29,Vanderbilt,SEC,Woody Widenhofer,H,Auburn,SEC,Tommy Tuberville,L,21,24,20,43,162,1,37,168,2,8,8,5,50,1,1
2001-10-13,Vanderbilt,SEC,Woody Widenhofer,H,Georgia,SEC,Mark Richt,L,14,30,24,50,316,1,38,120,1,13,9,9,79,1,0
2001-10-20,Vanderbilt,SEC,Woody Widenhofer,A,South Carolina,SEC,Lou Holtz,L,14,46,7,20,126,1,28,68,1,4,4,7,44,0,2
2001-10-27,Vanderbilt,SEC,Woody Widenhofer,A,Duke,ACC,Carl Franks,W,42,28,9,19,175,2,40,338,4,4,12,7,86,2,0
2001-11-03,Vanderbilt,SEC,Woody Widenhofer,A,Florida,SEC,Steve Spurrier,L,13,71,15,30,209,0,38,63,2,8,6,3,28,3,2
2001-11-10,Vanderbilt,SEC,Woody Widenhofer,H,Kentucky,SEC,Guy Morriss,L,30,56,30,48,440,2,35,102,2,22,8,6,42,2,1
2001-11-24,Vanderbilt,SEC,Woody Widenhofer,A,Tennessee,SEC,Phillip Fulmer,L,0,38,17,27,144,0,36,61,0,8,5,8,60,0,3
2001-12-01,Vanderbilt,SEC,Woody Widenhofer,A,Ole Miss,SEC,David Cutcliffe,L,27,38,23,41,286,3,26,119,1,11,6,7,54,1,2
2001-09-01,Kentucky,SEC,Guy Morriss,H,Louisville,CUSA,John Smith,L,10,36,15,37,155,0,28,58,0,8,5,6,45,2,2
2001-09-08,Kentucky,SEC,Guy Morriss,H,Ball State,MAC,Bill Lynch,W,28,20,15,22,215,2,28,146,2,8,8,7,49,1,0
2001-09-22,Kentucky,SEC,Guy Morriss,H,Florida,SEC,Steve Spurrier,L,10,44,23,39,203,1,21,85,0,7,4,7,44,0,0
2001-09-29,Kentucky,SEC,Guy Morriss,H,Ole Miss,SEC,David Cutcliffe,L,31,42,12,33,104,0,36,225,4,5,11,5,35,0,1
2001-10-06,Kentucky,SEC,Guy Morriss,A,South Carolina,SEC,Lou Holtz,L,6,42,20,36,188,1,30,138,0,9,5,15,122,2,2
2001-10-13,Kentucky,SEC,Guy Morriss,H,LSU,SEC,Nick Saban,L,25,29,23,42,286,2,24,127,1,13,7,4,25,0,2
2001-10-20,Kentucky,SEC,Guy Morriss,A,Georgia,SEC,Mark Richt,L,29,43,32,54,377,3,22,116,1,21,8,12,109,1,2
2001-11-03,Kentucky,SEC,Guy Morriss,A,Mississippi State,SEC,Jackie Sherrill,L,14,17,26,46,320,2,17,2,0,13,1,9,60,0,2
2001-11-10,Kentucky,SEC,Guy Morriss,A,Vanderbilt,SEC,Woody Widenhofer,W,56,30,26,37,453,6,30,130,1,18,7,14,133,1,0
2001-11-17,Kentucky,SEC,Guy Morriss,H,Tennessee,SEC,Phillip Fulmer,L,35,38,34,53,406,4,31,137,1,16,7,10,69,1,1
2001-12-01,Kentucky,SEC,Guy Morriss,A,Indiana,Big Ten,Cam Cameron,L,15,26,26,47,324,2,19,16,0,15,2,9,76,0,1
2001-09-01,California,Pac-10,Tom Holmoe,H,Illinois,Big Ten,Ron Turner,L,17,44,21,34,217,0,41,164,2,11,11,7,54,3,2
2001-09-08,California,Pac-10,Tom Holmoe,H,BYU,MWC,Gary Crowton,L,16,44,23,38,291,2,36,120,0,16,7,9,105,2,1
2001-09-22,California,Pac-10,Tom Holmoe,A,Washington State,Pac-10,Mike Price,L,20,51,20,49,296,2,27,71,0,9,9,12,118,2,2
2001-09-29,California,Pac-10,Tom Holmoe,H,Washington,Pac-10,Rick Neuheisel,L,28,31,22,38,280,4,32,90,0,16,5,7,60,2,0
2001-10-13,California,Pac-10,Tom Holmoe,H,Oregon,Pac-10,Mike Bellotti,L,7,48,25,52,244,1,20,78,0,14,2,6,45,2,3
2001-10-20,California,Pac-10,Tom Holmoe,A,UCLA,Pac-10,Bob Toledo,L,17,56,19,46,201,1,33,127,1,10,7,9,86,0,1
2001-10-27,California,Pac-10,Tom Holmoe,A,Oregon State,Pac-10,Dennis Erickson,L,10,19,12,32,120,0,50,225,1,6,11,10,97,2,1
2001-11-03,California,Pac-10,Tom Holmoe,H,Arizona,Pac-10,John Mackovic,L,24,38,14,39,239,2,46,115,1,7,13,11,112,1,1
2001-11-10,California,Pac-10,Tom Holmoe,H,USC,Pac-10,Pete Carroll,L,14,55,13,26,155,1,34,68,1,6,4,10,89,1,3
2001-11-17,California,Pac-10,Tom Holmoe,A,Stanford,Pac-10,Tyrone Willingham,L,28,35,19,46,278,1,26,82,1,12,3,7,51,2,2
2001-11-23,California,Pac-10,Tom Holmoe,A,Rutgers,Big East,Greg Schiano,W,20,10,15,26,193,1,45,192,1,6,10,11,90,1,1
2001-09-01,Florida,SEC,Steve Spurrier,H,Marshall,MAC,Bob Pruett,W,49,14,25,38,430,4,28,111,3,16,6,11,89,0,1
2001-09-08,Florida,SEC,Steve Spurrier,H,Louisiana-Monroe,Sun Belt,Bobby Keasler,W,55,6,33,49,432,4,31,168,3,24,10,8,65,2,1
2001-09-22,Florida,SEC,Steve Spurrier,A,Kentucky,SEC,Guy Morriss,W,44,10,25,40,397,5,32,168,1,16,7,6,40,3,0
2001-09-29,Florida,SEC,Steve Spurrier,H,Mississippi State,SEC,Jackie Sherrill,W,52,0,29,49,507,6,30,133,1,21,10,15,103,1,0
2001-10-06,Florida,SEC,Steve Spurrier,A,LSU,SEC,Nick Saban,W,44,15,26,41,504,6,26,128,0,20,7,12,68,0,2
2001-10-13,Florida,SEC,Steve Spurrier,A,Auburn,SEC,Tommy Tuberville,L,20,23,25,42,364,2,18,-36,0,17,0,10,63,1,4
2001-10-27,Florida,SEC,Steve Spurrier,N,Georgia,SEC,Mark Richt,W,24,10,27,35,407,2,38,177,1,20,9,12,106,2,2
2001-11-03,Florida,SEC,Steve Spurrier,H,Vanderbilt,SEC,Woody Widenhofer,W,71,13,25,40,403,6,37,168,3,16,11,9,59,2,1
2001-11-10,Florida,SEC,Steve Spurrier,A,South Carolina,SEC,Lou Holtz,W,54,17,22,34,312,4,31,170,1,13,11,4,20,1,0
2001-11-17,Florida,SEC,Steve Spurrier,H,Florida State,ACC,Bobby Bowden,W,37,13,28,43,330,2,30,123,2,14,9,5,50,1,1
2001-12-01,Florida,SEC,Steve Spurrier,H,Tennessee,SEC,Phillip Fulmer,L,32,34,34,53,371,2,23,36,1,17,4,9,58,0,1
2001-09-01,Troy,Ind,Larry Blakeney,A,Nebraska,Big 12,Frank Solich,L,14,42,15,36,190,1,35,-25,1,7,3,8,53,1,2
2001-09-08,Troy,Ind,Larry Blakeney,A,Middle Tennessee State,Sun Belt,Andy McCollum,L,17,54,25,42,268,2,27,61,0,16,5,9,59,0,2
2001-10-06,Troy,Ind,Larry Blakeney,A,Miami (FL),Big East,Larry Coker,L,7,38,15,29,157,1,45,155,0,9,12,11,58,0,1
2001-10-13,Troy,Ind,Larry Blakeney,A,Mississippi State,SEC,Jackie Sherrill,W,21,9,10,26,130,1,33,82,1,5,4,5,48,2,3
2001-11-03,Troy,Ind,Larry Blakeney,A,Maryland,ACC,Ralph Friedgen,L,14,47,19,36,272,2,26,-1,0,12,3,6,60,1,1
2001-11-10,Troy,Ind,Larry Blakeney,A,Louisiana-Monroe,Sun Belt,Bobby Keasler,W,44,12,23,33,307,3,56,218,2,14,16,7,81,1,0
2001-12-01,Troy,Ind,Larry Blakeney,H,North Texas,Sun Belt,Darrell Dickey,W,18,16,14,22,86,0,40,162,2,5,10,4,14,0,1
2001-09-08,Stanford,Pac-10,Tyrone Willingham,H,Boston College,Big East,Tom O'Brien,W,38,22,15,30,232,4,43,160,1,8,13,5,30,1,0
2001-09-22,Stanford,Pac-10,Tyrone Willingham,H,Arizona State,Pac-10,Dirk Koetter,W,51,28,22,33,325,4,44,223,3,12,9,9,79,0,0
