Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1908-09-26,North Carolina,Ind,Edward Green,H,Wake Forest,Ind,A.P. Hall,W,17,0
1908-10-03,North Carolina,Ind,Edward Green,A,Tennessee,Ind,George Levene,L,0,12
1908-10-10,North Carolina,Ind,Edward Green,N,Washington & Lee,Ind,R.R. Brown,T,0,0
1908-10-17,North Carolina,Ind,Edward Green,N,Davidson,Ind,,T,0,0
1908-10-26,North Carolina,Ind,Edward Green,A,Georgetown,Ind,Joe Reilly,T,6,6
1908-11-07,North Carolina,Ind,Edward Green,A,Virginia Tech,Ind,R.M. Brown,L,0,10
1908-11-26,North Carolina,Ind,Edward Green,A,Virginia,Ind,M.T. Cooke,L,0,31
1908-10-10,Dickinson,Ind,Paul Davis,A,Navy,Ind,Frank Berrien,L,0,22
1908-11-07,Dickinson,Ind,Paul Davis,A,Washington & Jefferson,Ind,D.C. Morrow,L,0,16
1908-11-14,Dickinson,Ind,Paul Davis,H,Bucknell,Ind,Paul Smith,W,6,0
1908-11-26,Dickinson,Ind,Paul Davis,A,Lafayette,Ind,George Barclay,L,0,12
1908-10-28,George Washington,Ind,Fred Neilson,A,Navy,Ind,Frank Berrien,L,0,17
1908-11-07,George Washington,Ind,Fred Neilson,H,Washington & Lee,Ind,R.R. Brown,W,44,6
1908-11-14,George Washington,Ind,Fred Neilson,A,Virginia Tech,Ind,R.M. Brown,W,6,0
1908-11-26,George Washington,Ind,Fred Neilson,H,Bucknell,Ind,Paul Smith,T,5,5
1908-10-10,Indiana,Western,James Sheldon,A,Chicago,Western,Amos Alonzo Stagg,L,6,29
1908-10-17,Indiana,Western,James Sheldon,H,Wisconsin,Western,Tom Barry,L,0,16
1908-10-31,Indiana,Western,James Sheldon,A,Illinois,Western,Arthur Hall,L,0,10
1908-11-21,Indiana,Western,James Sheldon,A,Purdue,Western,Frederick Speik,W,10,4
1908-10-03,Yale,Ind,L. Horatio Biglow,H,Syracuse,Ind,Howard Jones,W,5,0
1908-10-17,Yale,Ind,L. Horatio Biglow,A,Army,Ind,Harry Nelly,W,6,0
1908-10-24,Yale,Ind,L. Horatio Biglow,H,Washington & Jefferson,Ind,D.C. Morrow,W,38,0
1908-11-07,Yale,Ind,L. Horatio Biglow,H,Brown,Ind,J.A. Gammons,T,10,10
1908-11-14,Yale,Ind,L. Horatio Biglow,A,Princeton,Ind,,W,11,6
1908-11-21,Yale,Ind,L. Horatio Biglow,H,Harvard,Ind,Percy Haughton,L,0,4
1908-10-10,Iowa State,MVIAA,,A,Minnesota,Western,Henry Williams,L,10,15
1908-10-31,Iowa State,MVIAA,,A,Missouri,MVIAA,W.J. Monilaw,W,16,0
1908-11-07,Iowa State,MVIAA,,A,Nebraska,MVIAA,King Cole,L,17,23
1908-11-26,Iowa State,MVIAA,,A,Drake,MVIAA,John Griffith,W,12,6
1908-09-26,Carlisle,Ind,Pop Warner,H,Villanova,Ind,Frederick Crolius,W,10,0
1908-10-03,Carlisle,Ind,Pop Warner,N,Penn State,Ind,Tom Fennell,W,12,5
1908-10-10,Carlisle,Ind,Pop Warner,A,Syracuse,Ind,Howard Jones,W,12,0
1908-10-24,Carlisle,Ind,Pop Warner,A,Pennsylvania,Ind,Sol Metzger,T,6,6
1908-10-31,Carlisle,Ind,Pop Warner,A,Navy,Ind,Frank Berrien,W,16,6
1908-11-07,Carlisle,Ind,Pop Warner,A,Harvard,Ind,Percy Haughton,L,0,17
1908-11-14,Carlisle,Ind,Pop Warner,A,Pitt,Ind,Joseph Thompson,W,6,0
1908-11-21,Carlisle,Ind,Pop Warner,A,Minnesota,Western,Henry Williams,L,6,11
1908-11-26,Carlisle,Ind,Pop Warner,A,Saint Louis,Ind,Eddie Cochems,W,17,0
1908-12-02,Carlisle,Ind,Pop Warner,A,Nebraska,MVIAA,King Cole,W,37,6
1908-12-05,Carlisle,Ind,Pop Warner,A,Denver,Ind,John Koehler,W,8,4
1908-10-10,Utah,Ind,Joseph Maddock,A,Denver,Ind,John Koehler,L,15,17
1908-10-17,Utah,Ind,Joseph Maddock,A,Colorado College,Ind,J.R. Richards,L,4,18
1908-11-14,Utah,Ind,Joseph Maddock,H,Colorado,Ind,Fred Folsom,W,21,14
1908-10-17,Georgia Tech,Ind,John Heisman,H,Mississippi State,Ind,Fred Furman,W,23,0
1908-10-24,Georgia Tech,Ind,John Heisman,H,Alabama,Ind,J.W.H. Pollard,W,11,6
1908-10-31,Georgia Tech,Ind,John Heisman,H,Tennessee,Ind,George Levene,L,5,6
1908-11-07,Georgia Tech,Ind,John Heisman,H,Auburn,Ind,Mike Donahue,L,0,44
1908-11-14,Georgia Tech,Ind,John Heisman,H,Sewanee,Ind,Henderson Van Surdam,L,0,6
1908-11-26,Georgia Tech,Ind,John Heisman,H,Clemson,Ind,John Stone,W,30,6
1908-09-26,Wake Forest,Ind,A.P. Hall,A,North Carolina,Ind,Edward Green,L,0,17
1908-09-30,Wake Forest,Ind,A.P. Hall,A,North Carolina State,Ind,Mickey Whitehurst,L,0,76
1908-10-10,Wake Forest,Ind,A.P. Hall,N,Davidson,Ind,,L,0,34
1908-11-14,Wake Forest,Ind,A.P. Hall,N,Davidson,Ind,,L,0,31
1908-11-21,Wake Forest,Ind,A.P. Hall,H,North Carolina State,Ind,Mickey Whitehurst,L,0,25
1908-10-17,Mississippi State,Ind,Fred Furman,A,Georgia Tech,Ind,John Heisman,L,0,23
1908-11-07,Mississippi State,Ind,Fred Furman,A,LSU,Ind,,L,0,50
1908-11-14,Mississippi State,Ind,Fred Furman,A,Tulane,Ind,Joe Curtis,L,0,23
1908-11-26,Mississippi State,Ind,Fred Furman,N,Ole Miss,Ind,Frank Kyle,W,44,6
1908-09-26,Villanova,Ind,Frederick Crolius,A,Carlisle,Ind,Pop Warner,L,0,10
1908-10-07,Villanova,Ind,Frederick Crolius,A,Pennsylvania,Ind,Sol Metzger,L,0,11
1908-10-14,Villanova,Ind,Frederick Crolius,A,Princeton,Ind,,L,0,6
1908-11-07,Villanova,Ind,Frederick Crolius,A,Navy,Ind,Frank Berrien,L,6,30
1908-11-21,Villanova,Ind,Frederick Crolius,A,Army,Ind,Harry Nelly,L,0,25
1908-10-10,Washington & Lee,Ind,R.R. Brown,N,North Carolina,Ind,Edward Green,T,0,0
1908-10-31,Washington & Lee,Ind,R.R. Brown,N,Virginia Tech,Ind,R.M. Brown,L,4,15
1908-11-07,Washington & Lee,Ind,R.R. Brown,A,George Washington,Ind,Fred Neilson,L,6,44
1908-11-26,Washington & Lee,Ind,R.R. Brown,A,Georgetown,Ind,Joe Reilly,W,12,11
1908-10-03,Syracuse,Ind,Howard Jones,A,Yale,Ind,L. Horatio Biglow,L,0,5
1908-10-10,Syracuse,Ind,Howard Jones,H,Carlisle,Ind,Pop Warner,L,0,12
1908-10-25,Syracuse,Ind,Howard Jones,A,Princeton,Ind,,T,0,0
1908-11-07,Syracuse,Ind,Howard Jones,H,Colgate,Ind,Edwin Sweetland,L,0,6
1908-11-21,Syracuse,Ind,Howard Jones,H,Michigan,Ind,Fielding Yost,W,28,4
1908-10-03,Haskell,Ind,John Bender,A,Arkansas,Ind,Hugo Bezdek,L,0,6
1908-10-24,Haskell,Ind,John Bender,A,Nebraska,MVIAA,King Cole,L,0,10
1908-11-13,Haskell,Ind,John Bender,A,Texas A&M,Ind,N.A. Marriam,W,23,0
1908-11-16,Haskell,Ind,John Bender,A,LSU,Ind,,L,0,33
1908-11-20,Haskell,Ind,John Bender,A,Alabama,Ind,J.W.H. Pollard,L,8,9
1908-10-17,Georgetown,Ind,Joe Reilly,A,North Carolina State,Ind,Mickey Whitehurst,L,0,5
1908-10-26,Georgetown,Ind,Joe Reilly,H,North Carolina,Ind,Edward Green,T,6,6
1908-11-21,Georgetown,Ind,Joe Reilly,H,Virginia,Ind,M.T. Cooke,L,0,6
1908-11-26,Georgetown,Ind,Joe Reilly,H,Washington & Lee,Ind,R.R. Brown,L,11,12
1908-10-17,Saint Louis,Ind,Eddie Cochems,H,Arkansas,Ind,Hugo Bezdek,W,24,0
1908-10-31,Saint Louis,Ind,Eddie Cochems,H,Pitt,Ind,Joseph Thompson,L,0,13
1908-11-07,Saint Louis,Ind,Eddie Cochems,H,Sewanee,Ind,Henderson Van Surdam,T,6,6
1908-11-26,Saint Louis,Ind,Eddie Cochems,H,Carlisle,Ind,Pop Warner,L,0,17
1908-10-17,Army,Ind,Harry Nelly,H,Yale,Ind,L. Horatio Biglow,L,0,6
1908-10-24,Army,Ind,Harry Nelly,H,Colgate,Ind,Edwin Sweetland,W,6,0
1908-10-31,Army,Ind,Harry Nelly,H,Princeton,Ind,,T,0,0
1908-11-14,Army,Ind,Harry Nelly,H,Washington & Jefferson,Ind,D.C. Morrow,T,6,6
1908-11-21,Army,Ind,Harry Nelly,H,Villanova,Ind,Frederick Crolius,W,25,0
1908-11-28,Army,Ind,Harry Nelly,N,Navy,Ind,Frank Berrien,W,6,4
1908-10-03,Penn State,Ind,Tom Fennell,N,Carlisle,Ind,Pop Warner,L,5,12
1908-10-10,Penn State,Ind,Tom Fennell,A,Pennsylvania,Ind,Sol Metzger,L,0,6
1908-10-31,Penn State,Ind,Tom Fennell,A,Cornell,Ind,Harry Schoellkopf,L,4,10
1908-11-07,Penn State,Ind,Tom Fennell,H,Bucknell,Ind,Paul Smith,W,33,6
1908-11-14,Penn State,Ind,Tom Fennell,A,Navy,Ind,Frank Berrien,L,0,5
1908-11-26,Penn State,Ind,Tom Fennell,A,Pitt,Ind,Joseph Thompson,W,12,6
1908-10-10,Princeton,Ind,,H,Lafayette,Ind,George Barclay,T,0,0
1908-10-14,Princeton,Ind,,H,Villanova,Ind,Frederick Crolius,W,6,0
1908-10-17,Princeton,Ind,,H,Virginia Tech,Ind,R.M. Brown,W,10,4
1908-10-25,Princeton,Ind,,H,Syracuse,Ind,Howard Jones,T,0,0
1908-10-31,Princeton,Ind,,A,Army,Ind,Harry Nelly,T,0,0
1908-11-14,Princeton,Ind,,H,Yale,Ind,L. Horatio Biglow,L,6,11
1908-10-17,Vanderbilt,Ind,Dan McGugin,H,Clemson,Ind,John Stone,W,41,0
1908-10-24,Vanderbilt,Ind,Dan McGugin,H,Ole Miss,Ind,Frank Kyle,W,29,0
