Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1961-09-30,North Carolina,ACC,James Hickey,H,North Carolina State,ACC,Earle Edwards,W,27,22
1961-10-07,North Carolina,ACC,James Hickey,H,Clemson,ACC,Frank Howard,L,0,27
1961-10-14,North Carolina,ACC,James Hickey,A,Maryland,ACC,Thomas Nugent,W,14,8
1961-10-21,North Carolina,ACC,James Hickey,A,South Carolina,ACC,Marvin Bass,W,17,0
1961-10-27,North Carolina,ACC,James Hickey,A,Miami (FL),Ind,Andy Gustafson,L,0,10
1961-11-04,North Carolina,ACC,James Hickey,H,Tennessee,SEC,Bowden Wyatt,W,22,21
1961-11-11,North Carolina,ACC,James Hickey,H,LSU,SEC,Paul Dietzel,L,0,30
1961-11-18,North Carolina,ACC,James Hickey,A,Duke,ACC,Bill Murray,L,3,6
1961-11-25,North Carolina,ACC,James Hickey,A,Wake Forest,ACC,Billy Hildebrand,L,14,17
1961-12-02,North Carolina,ACC,James Hickey,H,Virginia,ACC,William Elias,W,24,0
1961-09-23,Indiana,Big Ten,Phil Dickens,A,Kansas State,Big 8,Doug Weaver,L,8,14
1961-10-07,Indiana,Big Ten,Phil Dickens,H,Wisconsin,Big Ten,Milt Bruhn,L,3,6
1961-10-14,Indiana,Big Ten,Phil Dickens,A,Iowa,Big Ten,Jerry Burns,L,8,27
1961-10-21,Indiana,Big Ten,Phil Dickens,H,Washington State,Ind,Jim Sutherland,W,33,7
1961-10-28,Indiana,Big Ten,Phil Dickens,A,Michigan State,Big Ten,Duffy Daugherty,L,0,35
1961-11-04,Indiana,Big Ten,Phil Dickens,A,Northwestern,Big Ten,Ara Parseghian,L,8,14
1961-11-11,Indiana,Big Ten,Phil Dickens,H,Ohio State,Big Ten,Woody Hayes,L,7,16
1961-11-18,Indiana,Big Ten,Phil Dickens,A,West Virginia,Southern,Gene Corum,W,17,9
1961-11-25,Indiana,Big Ten,Phil Dickens,H,Purdue,Big Ten,Jack Mollenkopf,L,12,34
1961-09-16,Florida State,Ind,Bill Peterson,H,George Washington,Southern,Jim Camp,W,15,7
1961-09-30,Florida State,Ind,Bill Peterson,A,Florida,SEC,Ray Graves,T,3,3
1961-10-07,Florida State,Ind,Bill Peterson,A,Ole Miss,SEC,John Vaught,L,0,33
