Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1945-09-29,North Carolina,Southern,Carl Snavely,H,Georgia Tech,SEC,Bobby Dodd,L,14,20
1945-10-06,North Carolina,Southern,Carl Snavely,A,Virginia Tech,Southern,Henry McEver,W,14,0
1945-10-13,North Carolina,Southern,Carl Snavely,A,Pennsylvania,Ind,George Munger,L,0,49
1945-11-03,North Carolina,Southern,Carl Snavely,A,Tennessee,SEC,John Barnhill,L,6,20
1945-11-10,North Carolina,Southern,Carl Snavely,N,William & Mary,Southern,Rube McCray,W,6,0
1945-11-17,North Carolina,Southern,Carl Snavely,H,Wake Forest,Southern,D.C. Walker,L,13,14
1945-11-24,North Carolina,Southern,Carl Snavely,A,Duke,Southern,,L,7,14
1945-12-01,North Carolina,Southern,Carl Snavely,H,Virginia,Ind,Frank Murray,W,27,18
1945-09-22,Indiana,Western,Bo McMillin,A,Michigan,Western,Fritz Crisler,W,13,7
1945-09-29,Indiana,Western,Bo McMillin,A,Northwestern,Western,Pappy Waldorf,T,7,7
1945-10-06,Indiana,Western,Bo McMillin,A,Illinois,Western,Ray Eliot,W,6,0
1945-10-13,Indiana,Western,Bo McMillin,H,Nebraska,Big 6,Potsy Clark,W,54,14
1945-10-20,Indiana,Western,Bo McMillin,A,Iowa,Western,Clem Crowe,W,52,20
1945-10-27,Indiana,Western,Bo McMillin,H,Tulsa,MVC,Henry Frnka,W,7,2
1945-11-10,Indiana,Western,Bo McMillin,A,Minnesota,Western,Bernie Bierman,W,49,0
1945-11-17,Indiana,Western,Bo McMillin,A,Pitt,Ind,Clark Shaughnessy,W,19,0
1945-11-24,Indiana,Western,Bo McMillin,H,Purdue,Western,Cecil Isbell,W,26,0
1945-09-22,Iowa State,Big 6,Mike Michalske,A,Northwestern,Western,Pappy Waldorf,L,6,18
1945-10-06,Iowa State,Big 6,Mike Michalske,A,Kansas,Big 6,Henry Shenk,T,13,13
1945-10-13,Iowa State,Big 6,Mike Michalske,H,Missouri,Big 6,Chauncey Simpson,L,7,13
1945-10-20,Iowa State,Big 6,Mike Michalske,H,Nebraska,Big 6,Potsy Clark,W,27,7
1945-11-03,Iowa State,Big 6,Mike Michalske,H,Kansas State,Big 6,Lud Fiser,W,40,13
1945-11-10,Iowa State,Big 6,Mike Michalske,A,Oklahoma,Big 6,Snorter Luster,L,7,14
1945-11-17,Iowa State,Big 6,Mike Michalske,A,Drake,MVC,Vee Green,W,8,6
1945-10-06,Utah,MSAC,Ike Armstrong,A,Colorado,MSAC,Frank Potts,L,13,18
1945-10-12,Utah,MSAC,Ike Armstrong,A,Denver,MSAC,Cac Hubbard,L,7,21
1945-10-20,Utah,MSAC,Ike Armstrong,H,Oklahoma State,MVC,Jim Lookabaugh,L,6,46
1945-10-27,Utah,MSAC,Ike Armstrong,A,Colorado State,MSAC,Julius Wagner,W,28,0
1945-11-03,Utah,MSAC,Ike Armstrong,H,Denver,MSAC,Cac Hubbard,W,33,21
1945-11-10,Utah,MSAC,Ike Armstrong,A,New Mexico,BIAA,Willis Barnes,W,21,20
1945-11-22,Utah,MSAC,Ike Armstrong,H,Utah State,MSAC,E. Lowell Romney,W,24,6
1945-09-22,Wichita State,MVC,Mel Binford,A,Tulsa,MVC,Henry Frnka,L,0,61
1945-09-29,Wichita State,MVC,Mel Binford,A,Kansas State,Big 6,Lud Fiser,L,6,13
1945-10-27,Wichita State,MVC,Mel Binford,H,Kansas,Big 6,Henry Shenk,L,0,13
1945-11-22,Wichita State,MVC,Mel Binford,H,Drake,MVC,Vee Green,W,19,13
1945-09-22,Villanova,Ind,Jordan Olivar,A,Bucknell,Ind,Ellwood Ludwig,W,19,7
1945-09-29,Villanova,Ind,Jordan Olivar,A,Navy,Ind,Oscar Hagberg,L,0,49
1945-10-06,Villanova,Ind,Jordan Olivar,N,Marquette,Ind,Tom Stidham,W,6,0
1945-10-13,Villanova,Ind,Jordan Olivar,A,Holy Cross,Ind,John DaGrosa,L,7,26
1945-10-21,Villanova,Ind,Jordan Olivar,H,Detroit Mercy,Ind,Chuck Baer,W,14,0
1945-10-27,Villanova,Ind,Jordan Olivar,A,Tennessee,SEC,John Barnhill,L,2,33
1945-11-03,Villanova,Ind,Jordan Olivar,A,Army,Ind,Red Blaik,L,0,54
1945-11-10,Villanova,Ind,Jordan Olivar,H,Boston College,Ind,Moody Sarno,W,41,0
1945-09-24,Syracuse,Ind,Ossie Solem,H,Cornell,Ind,,L,14,26
1945-09-28,Syracuse,Ind,Ossie Solem,A,Temple,Ind,Ray Morrison,L,6,7
1945-10-06,Syracuse,Ind,Ossie Solem,A,Columbia,Ind,Lou Little,L,0,32
1945-10-12,Syracuse,Ind,Ossie Solem,H,West Virginia,Ind,Rat Rogers,W,12,0
1945-10-27,Syracuse,Ind,Ossie Solem,H,Dartmouth,Ind,,L,0,8
1945-11-03,Syracuse,Ind,Ossie Solem,A,Penn State,Ind,Bob Higgins,L,0,26
1945-11-17,Syracuse,Ind,Ossie Solem,H,Colgate,Ind,Andrew Kerr,L,6,7
1945-10-06,Penn State,Ind,Bob Higgins,H,Colgate,Ind,Andrew Kerr,W,27,7
1945-10-13,Penn State,Ind,Bob Higgins,A,Navy,Ind,Oscar Hagberg,L,0,28
1945-10-20,Penn State,Ind,Bob Higgins,A,Bucknell,Ind,Ellwood Ludwig,W,46,7
1945-11-03,Penn State,Ind,Bob Higgins,H,Syracuse,Ind,Ossie Solem,W,26,0
1945-11-10,Penn State,Ind,Bob Higgins,H,Temple,Ind,Ray Morrison,W,27,0
1945-11-17,Penn State,Ind,Bob Higgins,A,Michigan State,Ind,Charlie Bachman,L,0,33
1945-11-24,Penn State,Ind,Bob Higgins,A,Pitt,Ind,Clark Shaughnessy,L,0,7
1945-10-06,Princeton,Ind,,H,Lafayette,Ind,,T,7,7
1945-10-20,Princeton,Ind,,A,Cornell,Ind,,W,14,6
