Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1888-10-03,Trinity (CT),Ind,,H,Amherst,Ind,,W,16,0
1888-10-10,Trinity (CT),Ind,,A,Amherst,Ind,,T,0,0
1888-11-03,Trinity (CT),Ind,,A,Stevens,Ind,,W,6,0
1888-11-17,Trinity (CT),Ind,,H,WPI,Ind,,W,8,4
1888-11-29,Trinity (CT),Ind,,A,WPI,Ind,,L,0,6
1888-09-29,Wesleyan (CT),Ind,,A,Yale,Ind,Walter Camp,L,0,76
1888-10-06,Wesleyan (CT),Ind,,A,Amherst,Ind,,W,54,0
1888-10-13,Wesleyan (CT),Ind,,H,Harvard,Ind,,L,0,34
1888-10-16,Wesleyan (CT),Ind,,H,Yale,Ind,Walter Camp,L,0,46
1888-11-06,Wesleyan (CT),Ind,,N,Princeton,Ind,,L,0,44
1888-11-10,Wesleyan (CT),Ind,,A,Harvard,Ind,,L,2,50
1888-11-17,Wesleyan (CT),Ind,,A,Yale,Ind,Walter Camp,L,0,105
1888-11-24,Wesleyan (CT),Ind,,H,WPI,Ind,,W,24,4
1888-11-27,Wesleyan (CT),Ind,,N,Pennsylvania,Ind,E.O. Wagenhurst,L,6,18
1888-10-27,Dartmouth,Ind,,A,Harvard,Ind,,L,0,74
1888-11-10,Dartmouth,Ind,,H,Williams,Ind,,W,36,6
1888-11-17,Dartmouth,Ind,,H,MIT,Ind,,W,30,0
1888-11-19,Dartmouth,Ind,,A,Stevens,Ind,,L,0,30
1888-11-29,Dartmouth,Ind,,A,Amherst,Ind,,W,40,0
1888-10-03,Princeton,Ind,,H,Lehigh,Ind,,W,65,0
1888-10-10,Princeton,Ind,,H,Pennsylvania,Ind,E.O. Wagenhurst,W,63,0
1888-10-13,Princeton,Ind,,H,Stevens,Ind,,W,80,0
1888-10-20,Princeton,Ind,,H,Pennsylvania,Ind,E.O. Wagenhurst,W,38,0
1888-10-24,Princeton,Ind,,A,Rutgers,Ind,,W,80,0
1888-10-27,Princeton,Ind,,H,Rutgers,Ind,,W,82,0
1888-11-06,Princeton,Ind,,N,Wesleyan (CT),Ind,,W,44,0
1888-11-10,Princeton,Ind,,A,Pennsylvania,Ind,E.O. Wagenhurst,W,4,0
1888-11-17,Princeton,Ind,,H,Harvard,Ind,,W,18,6
1888-11-24,Princeton,Ind,,N,Yale,Ind,Walter Camp,L,0,10
