Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1957-09-21,North Carolina,ACC,Jim Tatum,H,North Carolina State,ACC,Earle Edwards,L,0,7
1957-09-28,North Carolina,ACC,Jim Tatum,H,Clemson,ACC,Frank Howard,W,26,0
1957-10-05,North Carolina,ACC,Jim Tatum,H,Navy,Ind,Eddie Erdelatz,W,13,7
1957-10-11,North Carolina,ACC,Jim Tatum,A,Miami (FL),Ind,Andy Gustafson,W,20,13
1957-10-19,North Carolina,ACC,Jim Tatum,A,Maryland,ACC,Tommy Mont,L,7,21
1957-10-26,North Carolina,ACC,Jim Tatum,A,Wake Forest,ACC,Paul Amen,W,14,7
1957-11-02,North Carolina,ACC,Jim Tatum,H,Tennessee,SEC,Bowden Wyatt,L,0,35
1957-11-09,North Carolina,ACC,Jim Tatum,H,South Carolina,ACC,Warren Giese,W,28,6
1957-11-23,North Carolina,ACC,Jim Tatum,A,Duke,ACC,Bill Murray,W,21,13
1957-11-30,North Carolina,ACC,Jim Tatum,H,Virginia,ACC,Ben Martin,L,13,20
1957-09-28,Indiana,Big Ten,Bob Hicks,A,Michigan State,Big Ten,Duffy Daugherty,L,0,54
1957-10-05,Indiana,Big Ten,Bob Hicks,A,Notre Dame,Ind,Terry Brennan,L,0,26
1957-10-12,Indiana,Big Ten,Bob Hicks,H,Iowa,Big Ten,Forest Evashevski,L,7,47
1957-10-19,Indiana,Big Ten,Bob Hicks,A,Ohio State,Big Ten,Woody Hayes,L,0,56
1957-10-26,Indiana,Big Ten,Bob Hicks,H,Villanova,Ind,Francis Reagan,W,14,7
1957-11-02,Indiana,Big Ten,Bob Hicks,A,Minnesota,Big Ten,Murray Warmath,L,0,34
1957-11-09,Indiana,Big Ten,Bob Hicks,H,Cincinnati,MVC,George Blackburn,L,0,21
1957-11-16,Indiana,Big Ten,Bob Hicks,A,Michigan,Big Ten,Bennie Oosterbaan,L,13,27
1957-11-23,Indiana,Big Ten,Bob Hicks,H,Purdue,Big Ten,Jack Mollenkopf,L,13,35
1957-09-21,Florida State,Ind,Thomas Nugent,H,Furman,Southern,Homer Hobbs,W,27,7
1957-09-28,Florida State,Ind,Thomas Nugent,A,Boston College,Ind,Mike Holovak,L,7,20
1957-10-05,Florida State,Ind,Thomas Nugent,A,Villanova,Ind,Francis Reagan,L,7,21
1957-10-12,Florida State,Ind,Thomas Nugent,H,North Carolina State,ACC,Earle Edwards,L,0,7
1957-10-26,Florida State,Ind,Thomas Nugent,H,Virginia Tech,Southern,Frank Moseley,W,20,7
1957-11-08,Florida State,Ind,Thomas Nugent,H,Miami (FL),Ind,Andy Gustafson,L,13,40
1957-11-23,Florida State,Ind,Thomas Nugent,H,Auburn,SEC,Ralph Jordan,L,7,29
1957-09-21,Iowa State,Big 7,Jim Myers,H,Denver,Skyline,John Roning,W,10,0
1957-09-28,Iowa State,Big 7,Jim Myers,A,Syracuse,Ind,Ben Schwartzwalder,T,7,7
1957-10-05,Iowa State,Big 7,Jim Myers,A,Oklahoma,Big 7,Bud Wilkinson,L,14,40
1957-10-12,Iowa State,Big 7,Jim Myers,A,Kansas,Big 7,Chuck Mather,W,21,6
1957-10-19,Iowa State,Big 7,Jim Myers,H,Missouri,Big 7,Frank Broyles,L,13,35
1957-10-26,Iowa State,Big 7,Jim Myers,H,Kansas State,Big 7,Bernard Mertes,L,10,14
1957-11-02,Iowa State,Big 7,Jim Myers,A,Drake,Ind,Warren Gaer,L,0,20
1957-11-09,Iowa State,Big 7,Jim Myers,H,Nebraska,Big 7,William Jennings,W,13,0
1957-11-23,Iowa State,Big 7,Jim Myers,A,Colorado,Big 7,Dallas Ward,L,21,38
1957-09-21,Cincinnati,MVC,George Blackburn,H,Dayton,Ind,William Kerr,T,13,13
