Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1932-09-24,North Carolina,Southern,Chuck Collins,H,Wake Forest,Ind,F.S. Miller,T,0,0
1932-10-01,North Carolina,Southern,Chuck Collins,H,Vanderbilt,Southern,Dan McGugin,L,7,39
1932-10-08,North Carolina,Southern,Chuck Collins,A,Tennessee,Southern,Bob Neyland,L,7,20
1932-10-15,North Carolina,Southern,Chuck Collins,A,Georgia,Southern,Harry Mehre,T,6,6
1932-10-22,North Carolina,Southern,Chuck Collins,H,Georgia Tech,Southern,William Alexander,L,14,43
1932-10-29,North Carolina,Southern,Chuck Collins,H,North Carolina State,Southern,,W,13,0
1932-11-04,North Carolina,Southern,Chuck Collins,H,Florida,Southern,Charlie Bachman,W,18,13
1932-11-12,North Carolina,Southern,Chuck Collins,A,Davidson,Ind,,W,12,0
1932-11-19,North Carolina,Southern,Chuck Collins,H,Duke,Southern,Wallace Wade,L,0,7
1932-11-24,North Carolina,Southern,Chuck Collins,A,Virginia,Southern,Fred Dawson,L,7,14
1932-10-08,Indiana,Western,Billy Hayes,A,Ohio State,Western,Sam Willaman,T,7,7
1932-10-16,Indiana,Western,Billy Hayes,H,Iowa,Western,Ossie Solem,W,12,0
1932-10-22,Indiana,Western,Billy Hayes,A,Chicago,Western,Amos Alonzo Stagg,L,7,13
1932-10-27,Indiana,Western,Billy Hayes,H,Mississippi State,Southern,Ray Dauber,W,19,0
1932-11-05,Indiana,Western,Billy Hayes,H,Michigan,Western,Harry Kipke,L,0,7
1932-11-12,Indiana,Western,Billy Hayes,A,Illinois,Western,Robert Zuppke,L,6,18
1932-11-19,Indiana,Western,Billy Hayes,A,Purdue,Western,Noble Kizer,L,7,25
1932-10-08,Iowa State,Big 6,George Veenker,A,Nebraska,Big 6,Dana Bible,L,6,12
1932-10-15,Iowa State,Big 6,George Veenker,H,Kansas,Big 6,Bill Hargiss,L,0,26
1932-10-22,Iowa State,Big 6,George Veenker,A,Missouri,Big 6,Frank Carideo,T,0,0
1932-11-05,Iowa State,Big 6,George Veenker,A,Kansas State,Big 6,Bo McMillin,L,0,31
1932-11-12,Iowa State,Big 6,George Veenker,H,Oklahoma,Big 6,Lewie Hardage,L,12,19
1932-11-19,Iowa State,Big 6,George Veenker,H,Drake,MVC,,W,34,13
1932-10-08,Fordham,Ind,Frank Cavanaugh,H,Bucknell,Ind,Carl Snavely,W,30,0
1932-10-22,Fordham,Ind,Frank Cavanaugh,H,Michigan State,Ind,Jimmy Crowley,L,13,19
1932-11-05,Fordham,Ind,Frank Cavanaugh,H,Saint Mary's (CA),Ind,Slip Madigan,W,14,0
1932-11-12,Fordham,Ind,Frank Cavanaugh,N,New York University,Ind,Howard Cann,W,7,0
1932-11-19,Fordham,Ind,Frank Cavanaugh,H,Oregon State,PCC,Paul Schissler,W,8,6
1932-10-15,Arizona State,BIAA,Ted Shipkey,A,Northern Arizona,BIAA,Rudy Lavik,T,6,6
1932-10-22,Arizona State,BIAA,Ted Shipkey,A,Arizona,BIAA,Gus Farwick,L,6,20
1932-11-05,Arizona State,BIAA,Ted Shipkey,A,New Mexico State,BIAA,Gerald Hines,W,7,6
