Date,Team,Conference,Coach,Location,Opponent,OpponentConference,OpponentCoach,Result,Points,OpponentPoints
1904-10-29,North Carolina,Ind,Robert Brown,A,Virginia Tech,Ind,John O'Connor,W,6,0
1904-11-05,North Carolina,Ind,Robert Brown,N,Georgetown,Ind,Joe Reilly,L,0,16
1904-11-16,North Carolina,Ind,Robert Brown,H,North Carolina State,Ind,W.S. Keinholz,T,6,6
1904-11-24,North Carolina,Ind,Robert Brown,A,Virginia,Ind,Foster Sanford,L,11,12
1904-09-28,Dickinson,Ind,Cap Craver,A,Princeton,Ind,,L,0,12
1904-10-08,Dickinson,Ind,Cap Craver,A,Army,Ind,Robert Boyers,L,0,18
1904-10-15,Dickinson,Ind,Cap Craver,A,Franklin & Marshall,Ind,W.P. Bates,W,57,0
1904-10-22,Dickinson,Ind,Cap Craver,A,Navy,Ind,Paul Dashiell,T,0,0
1904-10-29,Dickinson,Ind,Cap Craver,A,Lehigh,Ind,Samuel Newton,W,6,0
1904-11-12,Dickinson,Ind,Cap Craver,N,Penn State,Ind,Tom Fennell,L,0,11
1904-10-01,Indiana,Western,James Horne,A,Chicago,Western,Amos Alonzo Stagg,L,0,56
1904-10-15,Indiana,Western,James Horne,A,Illinois,Western,,L,0,10
1904-10-22,Indiana,Western,James Horne,A,Washington (MO),Ind,L.W. Boynton,W,22,6
1904-10-29,Indiana,Western,James Horne,H,Ohio State,Ind,Edwin Sweetland,W,8,0
1904-11-05,Indiana,Western,James Horne,A,Wabash,Ind,Francis Cayou,W,4,0
1904-11-12,Indiana,Western,James Horne,N,Purdue,Western,Oliver Cutts,L,0,27
1904-09-28,Yale,Ind,,H,Wesleyan (CT),Ind,Howard Reiter,W,22,0
1904-10-05,Yale,Ind,,H,Holy Cross,Ind,Frank Cavanaugh,W,23,0
1904-10-08,Yale,Ind,,H,Penn State,Ind,Tom Fennell,W,24,0
1904-10-22,Yale,Ind,,A,Army,Ind,Robert Boyers,L,6,11
1904-10-29,Yale,Ind,,A,Columbia,Ind,William Morley,W,34,0
1904-11-05,Yale,Ind,,H,Brown,Ind,Edward Robinson,W,22,0
1904-11-12,Yale,Ind,,A,Princeton,Ind,,W,12,0
1904-11-19,Yale,Ind,,H,Harvard,Ind,,W,12,0
1904-10-15,Iowa State,Ind,,A,Minnesota,Western,Henry Williams,L,0,32
1904-10-29,Iowa State,Ind,,A,Iowa,Western,John Chalmers,L,6,10
1904-11-05,Iowa State,Ind,,H,Grinnell,Ind,C.E. Harris,W,40,0
1904-11-24,Iowa State,Ind,,A,Drake,Ind,W.J. Monilaw,W,19,0
1904-10-08,Carlisle,Ind,Edward Rogers,N,Bucknell,Ind,George Hoskins,W,10,4
1904-10-22,Carlisle,Ind,Edward Rogers,A,Harvard,Ind,,L,0,12
1904-11-09,Carlisle,Ind,Edward Rogers,A,Virginia,Ind,Foster Sanford,W,14,6
1904-11-12,Carlisle,Ind,Edward Rogers,A,Pennsylvania,Ind,,L,0,18
1904-11-19,Carlisle,Ind,Edward Rogers,A,Ohio State,Ind,Edwin Sweetland,W,23,0
1904-11-26,Carlisle,Ind,Edward Rogers,A,Haskell,Ind,,W,38,4
1904-10-01,Grinnell,Ind,C.E. Harris,A,Nebraska,Ind,Walter Booth,L,0,46
1904-10-22,Grinnell,Ind,C.E. Harris,A,Minnesota,Western,Henry Williams,L,0,146
1904-10-29,Grinnell,Ind,C.E. Harris,A,Drake,Ind,W.J. Monilaw,L,0,67
1904-11-05,Grinnell,Ind,C.E. Harris,A,Iowa State,Ind,,L,0,40
1904-11-12,Grinnell,Ind,C.E. Harris,A,Iowa,Western,John Chalmers,L,0,69
1904-10-17,Georgia Tech,Ind,John Heisman,H,Florida,Ind,,W,77,0
1904-10-22,Georgia Tech,Ind,John Heisman,H,Tennessee,Ind,S.D. Crawford,W,2,0
1904-10-29,Georgia Tech,Ind,John Heisman,A,Auburn,Ind,Mike Donahue,L,0,12
1904-11-05,Georgia Tech,Ind,John Heisman,H,Clemson,Ind,Shack Shealy,T,11,11
1904-11-12,Georgia Tech,Ind,John Heisman,H,Georgia,Ind,Charles Barnard,W,23,6
1904-11-16,Georgia Tech,Ind,John Heisman,H,Tennessee Medical College,Ind,,W,59,0
1904-10-01,Mississippi State,Ind,Dan Martin,H,Vanderbilt,Ind,Dan McGugin,L,0,61
1904-10-15,Mississippi State,Ind,Dan Martin,H,Alabama,Ind,W.B. Blount,L,0,6
1904-10-22,Mississippi State,Ind,Dan Martin,N,Ole Miss,Ind,M.H. Harvey,L,5,17
1904-10-29,Mississippi State,Ind,Dan Martin,A,Tulane,Ind,T. Berry,L,0,10
1904-11-11,Mississippi State,Ind,Dan Martin,H,Tennessee Medical College,Ind,,W,59,0
1904-10-01,Virginia Military Institute,Ind,,H,North Carolina State,Ind,W.S. Keinholz,L,0,6
1904-10-08,Virginia Military Institute,Ind,,A,Navy,Ind,Paul Dashiell,L,0,12
1904-10-15,Virginia Military Institute,Ind,,A,Virginia,Ind,Foster Sanford,L,0,17
1904-11-24,Virginia Military Institute,Ind,,N,Virginia Tech,Ind,John O'Connor,L,5,17
1904-10-06,Haskell,Ind,,A,Kansas,Ind,Doc Kennedy,W,23,6
1904-10-15,Haskell,Ind,,N,Missouri,Ind,John McLean,W,39,0
1904-10-21,Haskell,Ind,,A,Texas,Ind,Ralph Hutchinson,W,4,0
1904-11-12,Haskell,Ind,,N,Nebraska,Ind,Walter Booth,W,14,6
1904-11-24,Haskell,Ind,,A,Washington (MO),Ind,L.W. Boynton,W,47,0
1904-11-26,Haskell,Ind,,H,Carlisle,Ind,Edward Rogers,L,4,38
1904-09-28,Bowdoin,Ind,Roscoe McClave,A,Amherst,Ind,Harry Smith,L,0,23
1904-10-05,Bowdoin,Ind,Roscoe McClave,A,Harvard,Ind,,L,0,17
1904-10-08,Bowdoin,Ind,Roscoe McClave,H,Colby,Ind,,W,52,0
1904-10-22,Bowdoin,Ind,Roscoe McClave,A,Brown,Ind,Edward Robinson,L,0,22
1904-11-05,Bowdoin,Ind,Roscoe McClave,H,Maine,Ind,S. King,W,22,5
1904-11-12,Bowdoin,Ind,Roscoe McClave,H,Bates,Ind, Purinton,W,12,6
1904-10-01,Georgetown,Ind,Joe Reilly,A,Princeton,Ind,,L,0,10
1904-10-29,Georgetown,Ind,Joe Reilly,H,Holy Cross,Ind,Frank Cavanaugh,W,17,4
1904-11-05,Georgetown,Ind,Joe Reilly,N,North Carolina,Ind,Robert Brown,W,16,0
1904-11-12,Georgetown,Ind,Joe Reilly,H,Bucknell,Ind,George Hoskins,W,12,0
1904-10-01,Army,Ind,Robert Boyers,H,Tufts,Ind,Charles Whelan,W,12,0
1904-10-08,Army,Ind,Robert Boyers,H,Dickinson,Ind,Cap Craver,W,18,0
1904-10-15,Army,Ind,Robert Boyers,H,Harvard,Ind,,L,0,4
1904-10-22,Army,Ind,Robert Boyers,H,Yale,Ind,,W,11,6
1904-10-29,Army,Ind,Robert Boyers,H,Williams,Ind,,W,16,0
1904-11-05,Army,Ind,Robert Boyers,H,Princeton,Ind,,L,6,12
1904-11-26,Army,Ind,Robert Boyers,N,Navy,Ind,Paul Dashiell,W,11,0
1904-09-24,Penn State,Ind,Tom Fennell,A,Pennsylvania,Ind,,L,0,6
1904-10-08,Penn State,Ind,Tom Fennell,A,Yale,Ind,,L,0,24
1904-11-05,Penn State,Ind,Tom Fennell,A,Navy,Ind,Paul Dashiell,L,9,20
1904-11-12,Penn State,Ind,Tom Fennell,N,Dickinson,Ind,Cap Craver,W,11,0
1904-09-28,Wesleyan (CT),Ind,Howard Reiter,A,Yale,Ind,,L,0,22
1904-10-01,Wesleyan (CT),Ind,Howard Reiter,A,Columbia,Ind,William Morley,L,0,16
1904-10-05,Wesleyan (CT),Ind,Howard Reiter,A,Princeton,Ind,,L,0,39
1904-10-12,Wesleyan (CT),Ind,Howard Reiter,A,Brown,Ind,Edward Robinson,L,0,12
